,text,sentiment
2163,Spør noen ennå om romaner har en samtidig politisk funksjon,2
2164,Men det teitete artistnavnet har hovedpersonen Dirk Diggler,0
2165,Samtidig er Boogie Nights faktisk en ganske morsom film,4
2166,Burt Reynolds har fått en Oscar nominasjon for sin birolle men om navn skal trekkes frem må Mark Wahlberg nevnes,3
2167,At han kan spille skjønte jeg da jeg så ham mot DiCaprio i Netter i New York og jeg synes han er bokstavelig talt stor i rollen som Dirk Diggler,3
2168,Hvem hadde trodd at lettvekterartisten Marky Mark skulle få en slik karriere,3
2169,Regissør Paul Thomas Anderson har gjenskapt en perfekt 70 talls setting der både musikk hår klær møbler og biler ser ut til å stemme,3
2170,Og alt dette gjør Boogie Nights til en høyst severdig og underholdende film som kanskje er noe av det mer bisarre jeg har sett på kino i det siste,3
2171,Man kan vanligvis stole på Michael Connelly som konstruktør av intrikate plots og karaktertegningen er som regel kraftig mot det overtydelige,3
2172,Her blir plottet både utroverdig og vinglete og Connelly gir slipp på flere av de få nyansene han mestrer i sin beskrivelse av detektivens sinnstilstand som stort sett varierer mellom to innstillinger,1
2173,Et par actionscener med trøkk trekker opp oversettelsen full av stilistisk rusk og rask trekker ned,2
2174,En liksomdokumentar som tar mål av seg å si noe kritisk om den kyniske TV bransjen sliter litt når det er de mest spekulative øyeblikkene den ønsker å rette pekefingeren mot som underholder mest,1
2175,Disse kommer i en intens og ganske pirrende siste halvtime men før den tid har man gått grundig lei av Eva Mendes den kyniske TV produsenten endeløse løping rundt i gangene for å overbevise sjefene sine om at russisk rulett er det ultimate reality TV konsept,3
2176,Tross denne bilens brede smil nesten et glis så seiler Mazda for tiden i motvind her i landet og selger langt færre av sine modeller enn de objektivt sett hadde fortjent,1
2177,Nå om dagen går det enda tråere enn i fjor og det store problemområdet er åpenbart forhandlernettverket samt forholdet dets til importøren,1
2178,Det faktum at merket fortsatt ikke har hengt seg på trenden som har gjort Norgesgaranti på fem år til standarden hjelper heller ikke og det til tross for et image som noen av de mest driftssikre bilene du kan kjøpe,2
2179,Ingen av merkets to bestselgende biler har dermed nådd topp 30 listen hittil i år,1
2180,Det er nylig oppgraderte Mazda 6 som leder an etter to måneders salg med 121 solgte biler mens Mazda 3 som ledet på samme tid i fjor kun har fått registrert 47 nye eksemplarer,2
2181,Mazda 3 er sammen med Honda Civic den bilen som har den mest slående designen i C segmentet eller Golf klassen som det er bedre kjent som,4
2182,Men mens Hondaen går for en futuristisk spacy stil er Mazdaen resolutt sporty og dynamisk,3
2183,Felles for dem er for øvrig at de mangler noe av den kvalitetsfølelsen som blir stadig mer utbredt i klassen,1
2184,Felles for dem er også at de bygges av produsenter som er kjent for å lage noen av de mest driftssikre bilene på markedet,3
2185,Opplevd kvalitet og erfart kvalitet går ikke alltid hånd i hånd,3
2186,En oppgradert 1 6 liters dieselmotor det som er mest etterspurt og mest attraktivt som nå leveres i kombinasjon med 6 trinns manuell girkasse som standard,3
2187,Motoren er utstyrt med ny turbolader med variabel turbogeometri og nytt innsprøytningssystem og byr nå på 115 hk eller 6 mer enn tidligere som i tillegg kommer ved 3 600 omdreininger 400 lavere enn tidligere,3
2188,Maksimalt dreiemoment har økt fra 240 til 270 Nm i området 1750 2700 omdreininger,3
2189,Drivstofforbruket er noe redusert offisielt 0 44 liter per mil ved blandet kjøring mens CO2 utslippet er redusert fra 119 til 117 g km,3
2190,En annen fordel med den nye motoren er at partikkelfilteret nå er av den vedlikeholdsfrie typen,3
2191,Sist vi kjørte Mazda 3 med forgjengeren til denne motoren skrøt vi ganske uhemmet av hvor behagelig den var i bruk,4
2192,Den er blitt enda mer brukervennlig og er svært trekkvillig fra lave turtall i slake oppoverbakker greide vi å få fartsøkning fra rett over 1 000 omdreininger i 6 gir,3
2193,I tillegg er lydbildet inne i kupéen veldig avslappet og rolig,3
2194,Totalt støynivå inklusive rullestøy og vindstøy er helt akseptabelt men når ikke opp til lederne i klassen som er blitt riktig gode på dette,2
2195,Den må anses som gunstig priset i forhold til utstyrsnivået,3
2196,Veiledende pris er 252 000 kroner og da får man mye inkludert til og med blindsoneovervåkning som Ford Focus nå også har i sin helt nye generasjon,3
2197,Elektrisk justerbare oppvarmede og innfellbare sidespeil,3
2198,Skinntrukket ratt heldigvis høyde og lengdejusterbart,3
2199,Sportsseter som gir god støtte unntatt lårstøtten for høyvokste personer,2
2200,Praktisk multifunksjonsratt med betjening av lydsystem kjørecomputer og fartsholder,3
2201,I tillegg kan man velge pakker inneholdende navigasjon bi xenonlys nøkkelfri adgang og start,2
2202,Vi synes Mazda 3 fortsatt er en trivelig bil på de fleste måter,3
2203,For de som synes terningkast fire er strengt er det egentlig ikke det husk at fire fortsatt er klart over middelmådig,2
2204,Mazda 3 spiller uten tvil i samme divisjon som Honda Civic Toyota Auris Kia cee d og Hyundai i30 og alle ville fått en femmer for tre år siden,3
2205,Men de beste er blitt bedre og relative nykommere som Ford Focus Citroën C4 Opel Astra og inntil nylig klasseleder VW Golf er etter vår mening hakket bedre allroundere i klassen,3
2206,Liker man det beste av det denne bilen har å by på både betryggende kjøring grei plass ergonomi og fin motor for ikke å snakke om designen som skiller seg ut det hele med et godt utstyrs pris forhold blir det likevel ikke et galt valg,3
2207,Kameo Elements of Power tar stafettpinnen videre fra sjangersmeltedigler som Banjo Kazooie Star Fox Adventures og Jak and Daxter og leverer både action utforsking plattformelementer og oppgaveløsing i en tiltalende pakke,3
2208,Det er i tillegg kanskje Xbox 360 lanseringens peneste spill rent grafisk,2
2209,Greit du finner mange av de ekle skinnende overflatene du også finner i flere andre av lanseringsspillene,2
2210,Men innimellom briljerer spillet med slående vakre omgivelser og demonstrerer med det overgangen fra en konsollgenerasjon til en annen,4
2211,Når det fungerer og det gjør det stort sett er det herlig tilfredsstillende å deise over orker og annet rask med disse krigerne,3
2212,Når det ikke fungerer må man spille det samme området om og og om igjen for å komme videre simpelthen fordi man ikke har fått helt taket på krigeren man må bruke eller fordi kontrollene av dem ikke sitter helt som de bør i utgangspunktet,1
2213,Kameo tar forholdsvis lang tid å gjennomføre men mye av årsaken til det er bergene av frustrasjon man møter her og der,1
2214,Flere steder finner du også tydelige beviser på at dette originalt skulle ha kommet ut på den første Xbox maskinen,2
2215,Det digre sentrale området som binder alle verdenene du skal gjennom sammen har omtrent ingen funksjon i det hele tatt det bare er der for å se imponerende ut og for å kopiere Ringenes Herre tydeligvis,1
2216,Kjedelig og meningsløst fyllstoff spør du meg og en unødvendig uthaling av tiden mellom hvert oppdrag,1
2217,Den pompøse og høydramatiske innpakningen med orkestermusikk og slående omgivelser står også i skarp kontrast til mangelen på en interessant historie,3
2218,Eller det vil si det er en OK historie her men den er bare så dårlig fortalt at både den Kameo og andre roller blir statister i et spill som handler mer om stil enn om innhold,1
2219,Det er nedlagt mye arbeid i de forskjellige krigerne og hvilke egenskaper de har og her ligger nok spillets største og mest underholdende styrke,3
2220,Men kanskje krigerne burde ha blitt satt til å løse mer spektakulære oppdrag,2
2221,Kameo mangler på flere områder den altomfattende finpussen Rare var så kjente for da de herjet på Nintendo 64,3
2222,I gamle dager var spillene de lagde gjennomtenkte ned til hver minste detalj og alt bare FØLTES riktig fra det øyeblikket man satt seg ned med håndkontrolleren,4
2223,Men når alt dette er sagt har allikevel Kameo noe ved seg som bidrar til spillkos,3
2224,Mye har med variasjonen i de forskjellige egenskapene til krigerne å gjøre endel har med muligheten til å begi seg ut på en mengde sideoppdrag jeg elsker å gå på oppdagelsesferd i denne typen spill det har litt med muligheten til å oppgradere krigerne å gjøre og noe av kosen kommer fra den generelle sammensettingen av oppdragene,3
2225,Det er veldig tilfredsstillende å få tilgang til hver eneste nye kriger og å prøve ut egenskapene deres for første gang,2
2226,Det blir sammenlignbart med å kjøpe nye våpen i Ratchet Clank for eksempel og det skal man ikke fnyse av,3
2227,Kameo er mer frustrerende og mindre engasjerende enn det burde ha vært potensialet er absolutt til stede,2
2228,Får krimforfattere skriver stillere drama enn Ann Cleeves,3
2229,Ja det er noe med Ann Cleeves hennes stillferdige etterforsker Jimmy Perez og den styggvakre naturen på Shetland,3
2230,Igjen fengsler Cleeves fortelling meg og det er faktisk litt vanskelig å forklare hvorfor,3
2231,Hun er nemlig ingen eksepsjonelt god gåtebygger av og til er løsningene hennes litt søkte eller nesten uvesentlige på et litt snodig vis,1
2232,Og språket kan av og til framstå som litt uinspirert nesten flatt setningene er så enkle at de synes å mangle indre trykk og framdrift,1
2233,Cleeves fortellinger hviler nemlig ikke på finurlige avsløringer og geniale detektiver og hun prakker ikke på oss rappkjefta formuleringer og krampaktig ordsjonglering,3
2234,I løse luften byr på de samme fortellergrepene og det samme fysiske og litterære landskapet som før og jeg må enda engang bruke ordet stillferdig,3
2235,For Cleeves historier er som mandager uten påstått drama de er mer enn nok i seg selv,3
2236,Og personene hennes er som tirsdager de bare er der like lette å overse og like fascinerende og spennende som hverdagsmenneskene faktisk er når vi først ser etter,3
2237,Den kan skryte av firehjulsdrift automatgir og stor motor,3
2238,Kizashi ser forholdsvis stor ut til tross for at den ikke er lenger enn 465 centimeter,2
2239,Men de fyldige formene og de store hjulene gir bilen mer pondus,3
2240,Skinninteriøret er standard og det er ikke noe sparepreg å spore her selv om materialkvaliteten naturligvis ikke er helt på nivå med de aller beste i klassen,2
2241,Det vil neppe plage mange og betjeningen fungerer greit,3
2242,Plassmessig er Kizashi omtrent på nivå med storselgerne i mellomklassen,3
2243,Bakseteplassen holder fint for voksne og bagasjerommet er OK for en sedan å være,3
2244,178 hestekrefter og 230 newtonmeter er hva den store rekkefireren har å by på i den 1 530 kilo tunge bilen,3
2245,Det burde holde bra noe også 0 100 tiden tyder på 8 8 sekunder,3
2246,Den trinnløse girkassen gir en myk start og som slike girkasser flest en behagelig tur i rolig tempo,3
2247,Utvekslingen varieres kontinuerlig slik at turtallet holdes lavt innenfor alle lovlige norske hastigheter ved rolig gasspedalbruk,2
2248,Ulempen er typisk nok at det blir litt bråk og slurefølelse når du gir på,2
2249,Seks forhåndsprogrammerte gir finnes også men heller ikke disse fjerner slurefølelsen helt,1
2250,Akselerasjonen går mykt og jevnt og det kamuflerer nok noe av fartsfølelsen,2
2251,For Kizashi føles ikke så sprek som nesten 180 hestekrefter skulle tilsi,1
2252,Det er heller ikke så veldig inspirerende å jakte høye turtall og mye fart,2
2253,Det beste er å ta det med ro og la motoren og girkassen jobbe som de vil,2
2254,Da har 2 4 literen nok kraft til å holde seg på lave og behagelige turtall i de fleste situasjoner,3
2255,Under slik kjøring er bensinmoten ikke så veldig tørst,3
2256,Blandet kjøring skal gå på 0 83 liter per mil og vår erfaring tilsier at det ikke skal mye til å reprodusere lavere tall enn dette på kjørecomputeren,1
2257,CO2 utslippet ligger på 191 gram godkjent for en bil som dette,3
2258,Det er kjekt ettersom man jo egentlig ganske sjelden trenger trekk på alle fire,2
2259,De setter ikke ny standard men Kizashi gjør stort sett det den skal,1
2260,Balansen er normalt understyrt og litt krenging i harde svinger må du regne med men heller ikke dette er noe unormalt,1
2261,Litt bedre styrefølelse kunne man ønsket om man har sportslige ambisjoner,2
2262,Men det er i grunn på motorveien og fine landeveier denne bilen passer best,3
2263,Over skarpe ujevnheter ødelegger lavprofildekkene litt men på bedre veier flyter man fint av gårde,2
2264,Også et forholdsvis lavt støynivå og drivlinjen bidrar til dette,3
2265,Prisen på 440 000 kroner høres kanskje stiv ut for en Suzuki men med tanke på alt som inngår er det ikke så ille,3
2266,Av utstyr kan vi nevne ting som skinn 18 tommers aluminiumsfelger xenon bluetooth tilkobling el seter foran tosoners automatisk klimaanlegg fartsholder oppvarmede speil og parkeringssensorer i tillegg til automat og firehjulsdrift,3
2267,Tilsvarende utrustede konkurrenter koster fort en god del mer men i realiteten er det kanskje mer relevant å sammenligne mot litt annerledes sammensatte biler,1
2268,Attraktive biler som Ford Mondeo Skoda Superb Volkswagen Passat og Toyota Avensis kan kjøpes til en langt billigere penge eller i forholdsvis påkostede utgaver for like mye som Kizashi selv om firehjulsdrift og eller automatgir og en del utstyr mangler,2
2269,Hvis du vil ha det beste i klassen anbefaler vi det,2
2270,Hvis du vil ha en helt grei bil med full pakke til minst mulig penger er Kizashi et godt valg,3
2271,Den 70 år gamle klassikeren Forspilte dager er et nådeløst portrett av en alkoholiker og en rystende skildring av tidenes fyllekule,3
2272,Forspilte dager er et gripende dypdykk i alkoholikerens psyke,3
2273,Nei Don er en kultivert sjarmerende reflektert mann,3
2274,Mer enn språket og mer enn handlingen lar jeg meg imponere av Charles Jacksons innsikt i alkoholikerens selvbilde og psyke,2
2275,Bjørn Alex Herrman har gitt boken en god norsk språkdrakt som både ivaretar fortellerstemmens lett gammelmodige toneleie samtidig som teksten føles moderne,3
2276,Men la meg også berømme det kresne forlaget Pelikanen for bokens utforming,3
2277,Omslag rygg for og baksats og ikke minst typografien vitner om respekt for Boken med stor B,4
2278,Der hvor bransjestandarden tilsier 37 satslinjer per side reduserer bokens grafiske formgiver Yngve Knausgård linjetallet til 29,3
2279,Papirbøker produseres nødvendigvis industrielt men her er et eksempel på en bok der forlaget har lagt vekt på papirbokens kvalitet også som grafisk uttrykk,3
2280,I et klokt og informativt forord karakteriserer psykiater Finn Skårderud romanen som Antabus mellom to permer,3
2281,Et komplett sett for oppgradering av ytelse og kapasitet,3
2282,Alt dette kommer fiks ferdig i dette settet fra Kingston,3
2283,I tillegg til selve SSD en som i vårt testeksemplar var på 128 GB følger det med kabler skruer monteringsbraketter for montering i stasjonær PC et enkelt kabinett med intern SATA og ekstern USB tilkobling og en CD med dokumentasjon og kloneprogram,3
2284,I skriveytelse er den mer varierende enn de andre dette skyldes kontrolleren som jobber mer aktivt med å tilrettelegge datablokkene for skriving,2
2285,Ser vi på tallene fra AS SSD testen så er skrive og lesehastigheten på småfiler langt fra på høyde med de beste SSD ene faktisk langt under,1
2286,OCZ Vertex 2 klarer 43 90 MB sek mot Kingstons 8 89 MB sek på 4k blokker og enda viktigere på iops på små filer ligger den veldig langt under OCZ,1
2287,Kingston sitt sett er praktisk og ytelsen vil gi deg en langt raskere maskin enn med en typisk harddisk på 5400 omdreininger,3
2288,Men denne disken klarer ikke å hamle opp med nyere utgaver både fra Kingston og andre leverandører,3
2289,Kommer du over den til en svært gunstig pris kan det likevel være et godt kjøp,2
2290,iPad konkurransen vil bli hardere og hardere men Huawei S7 er ikke den største utfordreren,1
2291,Nettbrett markedet ble strengt tatt erklært dødt og begravet for ganske mange år siden først og fremst fordi teknologien ikke var moden nok til å flytte Windows over fra en kraftig PC til en altfor svak miniatyrversjon men også fordi folk flest de som skal finansiere herligheten ikke fikk de såkalte tablet PCene til å passe inn noe sted,1
2292,Så lanserte Apple iPhone en mobiltelefon med den inntil da beste berøringsfølsomme skjermen noensinne og noen år etter at en anselig kundegruppe hadde,4
2293,Hvis vi maser mye om iPad i denne testen er det altså fordi den per nå er den suverene markedslederen og strengt tatt det eneste mediebrettet som har vist hvor bra det kan gjøres,4
2294,Steve Jobs ser til å ha løst nettbrettkoden og plutselig har både kjente og ukjente produsenter fått hastverk med å få ut en utfordrer til det som enn så lenge er mediebrettkongen,3
2295,Den kommer med nestsiste offisielle versjon 2 1 og har akkurat samme fordel for de mange som allerede sitter med en Android mobil som iPad hadde for iPhone brukere,3
2296,For det første er den sju tommer store skjermen langt mindre enn de 9 7 tommene du finner på Apples brett mens designet er langt mer ordinært,1
2297,Den bruker gammeldags skjermteknologi som gjør at du må trykke på menyene eller tastene for at den skal registrere valgene dine ikke bare berøre den slik som på iPad eller mobiltelefoner som HTC Desire eller iPhone,1
2298,Det gjør brukeropplevelsen langt dårligere enn den burde vært,0
2299,Avstanden mellom trykk og berøringsfølsomme skjermer føles bare lenger og lenger og førstnevnte gjør blant annet at en stadig vekk kommer borti uønskede menyer eller lenker og at en nærmest må føre fingeren tydelig fra topp til bunn hvis en ønsker å scrolle nedover en nettside,1
2300,Det er en bonus i form av at du vel kan ringe men en svakhet fordi du ser ut som David med Goliat mobil hvis du skulle finne på å bruke funksjonen i all offentlighet uten headset,2
2301,Det fungerer men vi mistenker at de fleste vil styre unna ringefunksjonen,2
2302,Oppløsningen på skjermen er respektabel 800 x 480 piksler men bildekvaliteten framstår som altfor blass når en ser direkte på bildet,2
2303,Vrir en ørlite på skjermen øker kontrastnivået noe men det er fortsatt ikke mulig å bli blendet av skjermen verken i konkret eller overført betydning,2
2304,Videoavspilling som garantert er noe brukere av mediebrett er opptatt av tar seg derimot godt ut selv om vi opplevde ørlite hakking på filer med høy oppløsning,2
2305,Android operativsystemet er langt fra så ensartet som deler av Apples iOS4 systemet du finner i blant annet iPad og iPhone noe som er både dets styrke og dets svakhet,2
2306,Vi lastet ned en alternativ spiller for å forsøke å spille av mkv formatet og selv om spilleren aksepterer formatet blir oppløsningen for høy,2
2307,Dermed må videoen e uansett konverteres enten ned i oppløsning eller over til et annet mer spiselig format,2
2308,Mediehåndteringen er ikke fullt så elegant på Android enn på iOS 4 et ganske vesentlig poeng på det som i praksis blir et underholdningssenter i miniatyr men en får stort sett jobben gjort,2
2309,Det er som nevnt enklere å få spilt av et bredere utvalg video og musikkformater på Android enn på iOS4 uten at det betyr at du simpelthen kan dumpe over hva som helst på enheten,2
2310,Sjansen for at det faktisk funker uten konvertering er dog større her enn på iPad,2
2311,Batteritiden er en av tingene som virkelig har imponert med iPad,4
2312,Produsentløfter er ofte like mye verdt som gårsdagens nyheter og fisken du glemte å pakke inn kvelden før men der iPaden faktisk ligger på rundt 10 timer per lading og dessuten ikke mister kraft særlig raskere selv når en ser video eller spiller leverer S7 langt dårligere levetid per lading,1
2313,Vi vet at 3G versjonen av iPad også får redusert batterilevetid så lenge den jobber mot 3G nettet men likevel er de rundt 3 4 timene vi har fått ut av S7 til sammenlikning beskjedne,1
2314,Tatt i betraktning at skjermen og enheten som sådan er markant mindre enn hos den ene store konkurrenten som per i dag finnes på det norske mediebrettmarkedet hadde vi kanskje forventet at det skulle gjenspeiles bedre på vektskåla,1
2315,Huawei S7 veier nøyaktig et halvt kilo eller 180 gram mindre enn iPad,3
2316,Det er forsåvidt merkbart men ikke så merkbart som vi hadde håpet,2
2317,Likevel ligger den bedre i hånda enn iPad først og fremst fordi den er smalere,2
2318,Det er betraktelig enklere å skrive på S7 ettersom bredden er såpass smal at grepet blir mer naturlig,3
2319,Det vil si når jeg skriver betraktelig er det en liten overdrivelse for det S7 vinner i smalhet taper den på den allerede nevnte motstanden fra skjermen,1
2320,Her finnes ikke multitouch og her finnes altså ikke berøringsfølsom skjerm bare trykkfølsom,2
2321,Dermed merker du tidlig at hurtigskriving ikke er noe alternativ,2
2322,S7 klarer ikke henge med og du må tvinge deg selv til å skrive langsommere,0
2323,Websurfing viser at Huaweis mediebrett har potensiale for her står den ikke mye tilbake for Apple brettet,3
2324,Ulempen med den trykkfølsomme skjermen gir seg utslag også her blant annet ved at du feilklikker på lenker når du skal scrolle fordi du igjen må være tydelig når du scroller,1
2325,Et annet irriterende moment tilhører hjemmeskjermen som det ikke er mulig å orientere til portrettformat,1
2326,Her er det for mange ting å sette fingeren på til at S7 kan anbefales som ditt første mediebrett,1
2327,Skjermen blekner kraftig sammenliknet med iPad og når Huawei i tillegg har valgt trykkfølsom teknologi og ikke berøringsfølsom så blir navigasjonen knotete og irriterende,0
2328,Da blir differansen mellom S7 og iPad cirka 1500 kroner og med store innvendinger mot blant annet skjermkvalitet touchteknologien og batterilevetiden er ikke en viss hurtighet minnekortplass og Android alene nok til å forsvare prisen,0
2329,Mediebrettkonkurransen kommer til å bli hardere og hardere men foreløpig behøver ikke Apple miste nattesøvnen,3
2330,Med gårsdagens premiere på Jeg kommer tilbake i kveld kan Gaute Heivoll føye nok en suksess til sitt forfatterskap nå også som dramatiker,3
2331,Agder Teater har vellykket bidratt til å frembringe ny dramatikk,3
2332,Tre skuespillere skaper en levende og intens samtale i Bodil Kvammes stramme regi,3
2333,Etter 55 minutter er det hele over og atmosfæren er så fortettet at man nærmest gisper etter luft,3
2334,Heivolls tekst har kvaliteter som minner om Jon Fosses skuespill,3
2335,Formuleringer repeteres ofte tre kanskje fire ganger en utfordring som løses svært godt av de tre på scenen,3
2336,Det er fine karaktertegninger fra alle tre en ekstra stjerne til Henriette Marøs lett nervøse ungjente,3
2337,Likevel er samtalen ikke realistisk i egentlig forstand,1
2338,Det er vanskelig å forestille seg at ikke fru Kerner for lengst ville ha ringt politiet for å få kastet ut denne innpåslitne ubudne gjesten fra Norge,1
2339,Realismen er delvis også borte i regi og scenografi,1
2340,Dette er bare noen av de mange spørsmål en forlater denne sterke forestillingen med,3
2341,Det må han gjerne fortsette med for Paranoid Park viser at han fremdeles er veldig flink til å skildre unge mennesker i den håpløse overgangsfasen mellom barn og voksen,4
2342,Det er ikke akkurat nytt å fortelle en historie med omstokket kronologi men Van Sant bruker dette grepet effektivt,4
2343,Den manglende kronologien gjør historien uforutsigbar og mer interessant,3
2344,Alex er så godt som alene med sine hemmeligheter og skjulte sår og det er hjerteskjærende å være vitne til,3
2345,Uten å røpe noe kan jeg si at jeg savner en slags konklusjon,2
2346,Men Paranoid Park gir et sørgelig bilde på et ungt menneske uten voksen støtte og Alex gjør det han må for å overleve mentalt,3
2347,Bare 29 år gammel hadde han sikret seg et ettermæle som en original komponist av utallige sanger som seinere er blitt evergreens,3
2348,Det har de sannelig gjort fra Bob Dylan til Jack White fra Norah Jones til Merle Haggard i alt 12 kvinner og menn som med dyp respekt har satt toner til Williams vakre ord med få unntak om ulykkelig kjærlighet,3
2349,Ei plate som bekrefter Hank Williams som en enestående stilskaper med et så sterkt personlig særpreg at det skinner stjerneklart igjennom også når andre artister hyller ham på denne måten,4
2350,Momentet fra 69 Love Songs 1999 er for lengst skuslet bort,3
2351,Stephin Merritt følges nå bare av de trofaste og tålmodige,1
2352,Realism er en helt annen plate enn den fengende fuzzmarinerte forgjengeren Distortion 2008,2
2353,Han kan fremdeles skrive en vittig tekst og er en kløpper til å benytte seg av ord man ikke vanligvis hører i popsanger,3
2354,Men det er noe litt ubrukelig ved teselskap og kabaret folkpopsangene på Realism,1
2355,For hva er det her som skal dra deg tilbake til platen etter at du har humret deg ferdig av tekstene,2
2356,For en billig penge kan du bli kjent med noen av blueshistoriens album milepæler,2
2357,25 essensielle blues cd er i en boks presentert med de originale coverne,3
2358,Det er mange opplagte valg som Robert Johnsons King Of The Delta Blues Singers spilt inn i 1936 og 37 med sanger som Me and the Devil Blues og If I Had Posession Over Judgment Day,3
2359,Big Bill Broonzys Big Bill Blues fra 1951 52 med klassikeren John Henry er en flott introduksjon til folkblues der viser og blues møtes,3
2360,Jålekoppen Little Richard startet i r n b som her fra 1958 men ble seinere en av de første store innen rock n roll med hits som Tutti Frutti og Good Golly Miss Molly,3
2361,Mahalia Jackson Gospel ivaretas av verdens beste på området Mahalia Jackson,3
2362,Albumet ble gitt ut mens Elvis var i militæret og regnes i ettertid som et av de beste rock n roll album som er gitt ut,4
2363,Aretha Franklin er blant de mest betydningsfulle kvinnene i bluesen her hyller hun Dinah Washington på Unforgettable fra 1964,3
2364,Double Trouble Stevie Ray Vaughan Double Trouble representerer bluesrocken med sin sensasjonelle debut Texas Flood 1983 mens Keb Mo får representere de unge akustiske bluesgitaristene det kunne vært Corey Harris eller Alvin Youngblood Hart i tradisjonen etter Robert Johnson og Son House sjøl om Just Like You 1996 går i en litt glatt soulpopretning,2
2365,Etta James Life Love The Blues 1998 er vareprøven fra de tøffe modne bluesdamene det kunne også vært Koko Taylor mens Buddy Guy den største nålevende bluesartisten ved siden av B B King avslutter samlingen med Blues Singer 2003 Guys hommage til Mississippi bluesen han var så inspirert av,3
2366,Han opererte i grenselandet blues rhythm n blues rock og sto bak en del viktige låter på 50 tallet men jeg har vanskelig for å forstå at han og Jimmy Whitherspoon fortjener plassen på bekostning av folk som B B King Howlin Wolf og John Lee Hooker,1
2367,Forglemmelse Larry Williams Johnny Watsons Two For The Price Of One kan også diskuteres sjøl om særlig Johnny Guitar Watson i ettertid har satt sitt preg på bluesen gjennom mange prosjekter,2
2368,Denne boksen med 25 cd er kan fås for vel 400 kroner,3
2369,Et røverkjøp om du er mer enn gjennomsnittet interessert i blues og blueshistorie,2
2370,Det ender opp som et sammensurium av slitne klisjeer,2
2371,Helten i NeverDead er Bryce Boltzmann en mann som blomstrer med like mye sjarme som en overkjørt padde,0
2372,Dette har gjort ham til en bitter alkoholisert mannsjåvinist,1
2373,Dette virker i utgangspunktet som en morsom greie men det skal ikke mange timene til før moroa surner der man bruker størsteparten av tiden i kampsekvensene til å kave rundt på letning etter armer og bein,2
2374,Når Bryce i tillegg dør hvis hodet hans blir spist av en demon fremstår det hele som mer provoserende enn originalt,1
2375,Bryce kan bytte mellom skytevåpen og sverd et godt konsept som her dessverre har blitt miserabelt gjennomført,1
2376,Det tar en halv evighet å bytte våpen og all kampdynamikk forsvinner når våpnene i tillegg har presisjon som en dartspiller med tung promille,1
2377,Fiendene i spillet ser litt ut som de kommer fra avslagsbunken til Final Fantasy noe som faktisk gjør dem til noe av det bedre i spillet,2
2378,Visuelt er det egentlig ikke så alt for mye i veien med opplevelsen,3
2379,Det som derimot er i veien med NeverDead er at det er de samme fiendene som kommer stort sett hver eneste gang og at alle kampene føles helt like,1
2380,Det er armer og bein over alt mens kameraet leker tivoli,0
2381,Man skal også holde styr på partneren Arcadia en ung kvinne som etter standarden har blitt utstyrt med mer i puppen enn i pappen,1
2382,Arcadia er ikke til særlig stor hjelp når det komme til å nedkjempe fiendene,1
2383,Hun er i det hele tatt en jevnt over menigsløs følgesvenn som fungerer til lite annet enn mottager av de platte kommentarene til Bryce,1
2384,For morsomhetene til Bryce er det aller aller verste med dette spillet,0
2385,Når han ruller på hodet sitt og sier I hope this doesn t mess up my hair for nihundredeogåttifemte gang har man mest lyst til å skru av lyden,2
2386,Det hjelper heller ikke på at all dialog er levert med en innlevelse som vanligvis er forbeholdt pornoindustrien,0
2387,NeverDead var kanskje en god idé tidlig i prosessen men resultatet har blitt klønete og platt,2
2388,At spillets beste opplevelse er den ufattelig naturtro teksturen på sengepleddet til Arcadia burde vel si sitt,0
2389,Usedvanlig frittalende film om ung seksualitet og mange dumme voksne,3
2390,Faren er velmenende for streng og for lite innsiktsfull,2
2391,Den vakre piken virker som en magnet på menn blant annet en riktig kjekk ufyslig voksen nabo,2
2392,Filmens store pre er stor talentet Summer Bishil i hovedrollen,4
2393,Hun er sterk og sårbar og vakker og usikker og sensuell og voksen og barn i en flott blanding,3
2394,Hun går rett i hjertet på en publikummer man føler så inderlig med henne,4
2395,Nesten alle voksne er omfattende ufølsomme og dumme med et par fine unntak,2
2396,Det blir for skjematisk og overfladisk på litt for mange områder,2
2397,Thanks for Sharing er en både velment og nesten vellykket film om avhengighet,2
2398,Og de forsøker helhjertet å lage gangbart drama ut av det,4
2399,Det lykkes en god stund det er scener her som virkelig river,4
2400,Man må jo nesten havne ned på noe oppbyggelig og da havner man lett ned i både sentimentalitet klisjeer og forenklinger,2
2401,Mange ærlige sjeler vil møte mer enn overfladiske utfordringer i denne filmen,3
2402,Beliggenheten er fantastisk og stemningen rundt og i restauranten Sjøhuset er upåklagelig,4
2403,Men maten og servicen står ikke helt i stil der Markens møter havet,1
2404,De store vinduene og den flotte utsikten fikk Rosmarin til å utbryte i det dunkle lyset,4
2405,Det skulle vise seg å bli lang ventetid på mat og en service som ikke helt holdt mål,1
2406,Men til en pris på over 600 kroner var det også mye forventninger i lufta,1
2407,Med en flaske Joseph Mellot Pouilly Fumé lå det til rette for gode smaker,3
2408,Menyvalget ble i stor grad gjort uten bistand fra servitøren tildelt anmeldernes bord,1
2409,Det var ikke så mye hjelp til anbefalinger verken på mat eller drikke og kontrastene blir store til dansk dynamitt i Ny Hellesund som de opplevde ved forrige restaurantsjekk,3
